type,text
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
ham,Except theres a chick with huge boobs.
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
ham,Great. P diddy is my neighbor and comes for toothpaste every morning
ham,Unni thank you dear for the recharge..Rakhesh
ham,Speaking of does he have any cash yet?
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost."
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,Okie
ham,I am on the way to ur home
ham,645
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,u ready then call me...
ham,Nokia phone is lovly..
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,Yeah jay's sort of a retard
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,Gudnite....tc...practice going on
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT
ham,I have lost 10 kilos as of today!
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
ham,Saw Guys and Dolls last night with Patrick Swayze it was great
ham,I'm not. She lip synced with shangela.
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,"Sorry, I'll call later"
ham,Wait 2 min..stand at bus stop
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,"I prefer my free days... Tues, wed, fri oso can... u ask those workin lor..."
ham,"No my blankets are sufficient, thx"
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,Lol no. Just trying to make your day a little more interesting
ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
ham,My painful personal thought- I always try to keep everybody happy all the time. But nobody recognises me when i am alone
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,Lol that's different. I don't go trying to find every real life photo you ever took.
ham,I see the letter B on my car
ham,"Sorry,  in meeting I'll call you later"
ham,You still around? Looking to pick up later
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!
ham,They finally came to fix the ceiling.
ham,I keep ten rs in my shelf:) buy two egg.
ham,"you are sweet as well, princess. Please tell me your likes and dislikes in bed..."
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
spam,Money i have won wining number 946 wot do i do next
ham,Mode men or have you left.
ham,How i noe... Did u specify da domain as nusstu... u still in sch...
ham,Ok. But i finish at 6.
ham,Wat happened to the cruise thing
ham,Cant think of anyone with * spare room off * top of my head
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Hey u still at the gym?
ham,Hi..i got the money da:)
ham,I'm in office now . I will call you  #  min:)
ham,That's my honeymoon outfit. :)
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Excellent! Are you ready to moan and scream in ecstasy?
ham,Crazy ar he's married. u like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,when you and derek done with class?
ham,I cant pick the phone right now. Pls send a message
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery
ham,Lol no. U can trust me.
ham,Yeah right! I'll bring my tape measure fri!
ham,Yay! You better not have told that to 5 other girls either.
ham,Ok. I only ask abt e movie. U wan ktv oso?
ham,No. Did you multimedia message them or e-mail?
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,Convey my regards to him
ham,Sac will score big hundred.he is set batsman:-)
ham,Ew are you one of them?
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I love you so much I can barely stand it ...
ham,Dont let studying stress you out. L8r.
ham,Reckon need to be in town by eightish to walk from * carpark.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,In that case I guess I'll see you at campus lodge
ham,Its just the effect of irritation. Just ignore it
ham,Pete can you please ring meive hardly gotany credit
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,How are you. Its been ages. How's abj
ham,Did u got that persons story
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
ham,K..u also dont msg or reply to his msg..
ham,* Thought I didn't see you.
ham,You dont know you jabo me abi.
ham,I will be gentle princess! We will make sweet gentle love...
ham,"Thank you. And by the way, I just lost."
ham,"Cool, I'll text you in a few"
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
ham,Hey you told your name to gautham ah?
ham,SORRY IM STIL HUNGOVER AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,Oh is it? Send me the address
ham,Hi:)did you asked to waheeda fathima about leave?
ham,Thanks for sending this mental ability question..
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
ham,Did u turn on the heater? The heater was on and set to # degrees.
ham,I know you are serving. I mean what are you doing now.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
ham,No objection. My bf not coming.
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
ham,Stupid auto correct on my phone
ham,How did you find out in a way that didn't include all of these details
ham,"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
ham,"House-Maid is the murderer, coz the man was murdered on  # th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,Yes we are chatting too.
ham,I am in bus on the way to calicut
ham,"Hi elaine, is today's meeting confirmed?"
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022"
ham,Hope you’re not having too much fun without me!! see u tomorrow love jess x
ham,Aight do you still want to get money
ham,Moji i love you more than words. Have a rich day
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
ham,Hey are you angry with me. Reply me dr.
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,O. Guess they both got screwd
ham,I dont know why she.s not getting your messages
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake & sayin Bite me, bite me."
ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
ham,aathi..where are you dear..
ham,Tell me whos this pls:-)
ham,Wat would u like 4 ur birthday?
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Does not operate after  #  or what
ham,Ok k..sry i knw 2 siva..tats y i askd..
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,No da:)he is stupid da..always sending like this:)don believe any of those message.pandy is a mental:)
ham,"Hi, Mobile no.  #  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,Otherwise had part time job na-tuition..
ham,Ok.ok ok..then..whats ur todays plan
ham,Today iZ Yellow rose day. If u love my frndship give me 1 misscall & send this to ur frndZ & See how many miss calls u get. If u get 6missed U marry ur Lover.
ham,Cos i want it to be your thing
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,"Alright, see you in a bit"
ham,Huh so fast... Dat means u havent finished painting?
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
ham,Beautiful Truth against Gravity.. Read carefully: Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.. GOOD NIGHT
ham,R we still meeting 4 dinner tonight?
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,Do you hide anythiing or keeping distance from me
ham,Otherwise had part time job na-tuition..
ham,Thanks for ve lovely wisheds. You rock
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,U too...
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Am surfing online store. For offers do you want to buy any thing.
spam,"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz"
ham,I'm at home n ready...
ham,"Goodmorning, today i am late for 1hr."
ham,Gumby's has a special where a  #  cheese pizza is $2 so I know what we're doin tonight
ham,"Aight no rush, I'll ask jay"
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,:) 
ham,"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX."
ham,K...k:)why cant you come here and search job:)
ham,Also remember to get dobby's bowl from your car
ham,Er yep sure. Props?
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam,Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Where are you?when wil you reach here?
ham,"A cute thought for friendship: Its not necessary to share every secret with ur close Frnd, but watever u shared should be true...."
ham,Sorry for the delay. Yes masters
ham,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.
ham,"Theoretically yeah, he could be able to come"
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
ham,Was it something u ate?
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other stuff to deal with that i'm barely keeping myself together once this gets added to it."
ham,Yes. that will be fine. Love you. Be safe.
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,Aight should I just plan to come up later tonight?
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUND’S LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.
ham,"Cool, what time you think you can get here?"
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
ham,HAPPY NEW YEAR MY NO.1 MAN
ham,It means u could not keep ur words.
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
ham,"I'm in solihull, | do you want anything?"
ham,Mm i had my food da from out
ham,No it will reach by 9 only. She telling she will be there. I dont know
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,Fine if that’s the way u feel. That’s the way its gota b
spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.
ham,Should I head straight there or what
ham,Same to u...
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?
ham,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. It’s the least a unique person like u deserve. Sleep tight or morning
ham,It shall be fine. I have avalarr now. Will hollalater
ham,Sorry i missed your call. Can you please call back.
ham,S:)s.nervous  # :)
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,Thts wat Wright Brother did to fly..
ham,"Jay told me already, will do"
ham,Ya just telling abt tht incident..
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub
ham,Yes.. now only saw your message..
ham,Are you willing to go for aptitude class.
ham,"Not for possession, especially not first offense"
ham,"Sorry, I can't help you on this."
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,I want  #  rs da:)do you have it?
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,I love working from home :)
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
spam,"U've been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday valued at £350! Dial 08712300220 to claim - National Rate Call. Bx526, SW73SS"
ham,"Haha yeah, 2 oz is kind of a lot"
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
spam,"Win the newest €œHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!"
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,K.i did't see you.:)k:)where are you now?
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,What time you thinkin of goin?
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Where's mummy's boy ? Is he being good or bad ? Is he being positive or negative ? Why is mummy being made to wait? Hmmmm?
ham,Have you been practising your curtsey?
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,Yes. It's all innocent fun. O:-)
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,Cps is causing the outages to conserve energy.
ham,Send me yetty's number pls.
ham,Im on gloucesterroad what are uup to later?
ham,Its a great day. Do have yourself a beautiful one.
ham,Where r e meeting tmr?
ham,Ok
ham,Well there's still a bit left if you guys want to tonight
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX
ham,"Sorry, I'll call later"
ham,I am in hospital da. . I will return home in evening
ham,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  # . 5)Gently remove Ur hand.. Its interesting..:)"
ham,Kent vale lor... u wait 4 me there ar?
ham,I will reach ur home in  #  minutes
ham,Or I guess  #  min
ham,"Babe! I love you too !! You know? it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*"
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
ham,Ok... U enjoy ur shows...
ham,2 and half years i missed your friendship:-)
ham,Lol ok. I'll snatch her purse too.
ham,I dont want to hear anything
spam,WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.
ham,Then u ask darren go n pick u lor... But i oso sian tmr haf 2 meet lect...
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
ham,(That said can you text him one more time?)
ham,None of that's happening til you get here though
ham,Why are u up so early?
ham,Ok.. u finishing soon?
ham,U in town alone?
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,"Whatever, juliana. Do whatever you want."
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,Oh Howda gud gud.. Mathe en samachara chikku:-)
ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
ham,"God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U"
ham,"Yun ah.the ubi one say if u wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ã¨n"
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
ham,Thanks for understanding. I've been trying to tell sura that.
ham,Discussed with your mother ah?
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
ham,I plane to give on this month end.
ham,I'm freezing and craving ice. Fml
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,Ok try to do week end course in coimbatore.
ham,Have a good trip. Watch out for . Remember when you get back we must decide about easter.
ham,I asked you to call him now ok
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
ham,"As usual..iam fine, happy & doing well..:)"
ham,"K, can that happen tonight?"
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?"
spam,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p "
ham,When're you guys getting back? G said you were thinking about not staying for mcr
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den... "
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,S...i will take mokka players only:)
ham,Was the actual exam harder than NBME
ham,Pls dont restrict her from eating anythin she likes for the next two days.
ham,Yeah it's jus rite...
ham,It's ok lar. U sleep early too... Nite...
ham,I'm really sorry I lit your hair on fire
ham,Oops my phone died and I didn't even know. Yeah I like it better.
ham,What time. I€˜m out until prob 3 or so
ham,What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.
ham,At WHAT TIME should i come tomorrow
ham,Hey check it da. I have listed da.
ham,"Goodmorning, Today i am late for  # min."
ham,There are no other charges after transfer charges and you can withdraw anyhow you like
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...
ham,No de. But call me after some time. Ill tell you k
ham,5 nights...We nt staying at port step liao...Too ex
ham,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today."
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,"Haha awesome, omw back now then"
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,u eatin later but i'm eatin wif my frens now lei... u going home first? 
ham,"Awesome, I'll see you in a bit"
ham,As if i wasn't having enough trouble sleeping.
ham,Networking technical support associate.
ham,Lmao. Take a pic and send it to me.
ham,Wat time u wan today?
ham,Oh... Kay... On sat right?
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,"Greetings me, ! Consider yourself excused."
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
spam,You have 1 new message. Please call 08718738034.
spam,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or Hoody wallpaper-all 4 FREE!"
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Y lei?
ham,Yeah like if it goes like it did with my friends imma flip out in like half an hour
ham,LOL what happens in Vegas stays in vegas
ham,OH. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,"Storming msg: Wen u lift d phne, u say HELLO Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? Margaret Hello She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
ham,S....s...india going to draw the series after many years in south african soil..
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,When are you going to ride your bike?
ham,* You gonna ring this weekend or wot?
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,What class of  #  reunion?
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
ham,Not getting anywhere with this damn job hunting over here!
ham,Now project pa. After that only i can come.
ham,We're on the opposite side from where we dropped you off
ham,HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!
ham,I;m reaching in another 2 stops.
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards..."
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Lol great now im getting hungry.
ham,"Goodnight, sleep well da please take care pa. Please."
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,K:)k.are you in college?
ham,"Aight, I'll text you when I'm back"
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
ham,"K I'm leaving soon, be there a little after 9"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Just taste fish curry :-P
ham,u neva tell me how i noe... I'm not at home in da aft wat... 
ham,Please attend the phone:)
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,If i not meeting u all rite then i'll go home lor. If u dun feel like comin it's ok.
spam,"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
ham,Haiyoh... Maybe your hamster was jealous of million
ham,I sent you  #  bucks
ham,on a Tuesday night r u 4 real
ham,Jason says it's cool if we pick some up from his place in like an hour
ham,When did dad get back.
